unidade;ano;mes;setor_saida;mp_por_setor_de_saida
CSSFA;2024;11;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;53,526315789473685
CSSFA;2024;12;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;45,0
CSSFA;2025;1;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;76,28571428571429
CSSFA;2025;2;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;60,76470588235294
CSSFA;2025;3;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;48,92307692307692
CSSFA;2025;4;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;53,111111111111114
CSSFA;2025;5;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;46,68421052631579
CSSFA;2025;6;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;67,17647058823529
CSSFA;2025;7;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;57,8
CSSFA;2025;8;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;64,42307692307692
CSSFA;2025;9;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;53,13333333333333
CSSFA;2025;10;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;64,6875
CSSFA;2025;11;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;124,94736842105263
CSSFA;2025;12;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;54,55555555555556
CSSI;2022;1;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;27,0
CSSI;2022;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;19,5
CSSI;2022;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;5,166666666666667
CSSI;2022;1;UNIDADE URGENCIA/EMERGENCIA;3,6666666666666665
CSSI;2022;2;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;25,166666666666668
CSSI;2022;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;12,6
CSSI;2022;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;5,6
CSSI;2022;2;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2,0
CSSI;2022;2;UNIDADE URGENCIA/EMERGENCIA;4,813953488372093
CSSI;2022;3;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;24,0
CSSI;2022;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;7,523809523809524
CSSI;2022;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;5,090909090909091
CSSI;2022;3;UNIDADE URGENCIA/EMERGENCIA;4,357142857142857
CSSI;2022;4;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;24,8
CSSI;2022;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;8,5
CSSI;2022;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;8,0
CSSI;2022;4;UNIDADE URGENCIA/EMERGENCIA;4,891891891891892
CSSI;2022;5;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;28,2
CSSI;2022;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;6,833333333333333
CSSI;2022;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;8,666666666666666
CSSI;2022;5;UNIDADE URGENCIA/EMERGENCIA;8,043478260869565
CSSI;2022;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;33,22222222222222
CSSI;2022;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;7,619047619047619
CSSI;2022;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;10,583333333333334
CSSI;2022;6;UNIDADE URGENCIA/EMERGENCIA;6,105263157894737
CSSI;2022;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;36,916666666666664
CSSI;2022;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;8,294117647058824
CSSI;2022;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;6,95
CSSI;2022;7;UNIDADE URGENCIA/EMERGENCIA;5,8076923076923075
CSSI;2022;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;30,625
CSSI;2022;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;6,785714285714286
CSSI;2022;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;11,0
CSSI;2022;8;UNIDADE URGENCIA/EMERGENCIA;4,814814814814815
CSSI;2022;9;CENTRO DE TRATAMENTO DE LESÕES;12,0
CSSI;2022;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;40,92857142857143
CSSI;2022;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;5,875
CSSI;2022;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;9,117647058823529
CSSI;2022;9;UNIDADE URGENCIA/EMERGENCIA;3,896551724137931
CSSI;2022;10;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;18,0
CSSI;2022;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;6,9523809523809526
CSSI;2022;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;8,095238095238095
CSSI;2022;10;UNIDADE URGENCIA/EMERGENCIA;4,04
CSSI;2022;11;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;43,0
CSSI;2022;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;5,333333333333333
CSSI;2022;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;8,636363636363637
CSSI;2022;11;UNIDADE URGENCIA/EMERGENCIA;5,6
CSSI;2022;12;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;66,85714285714286
CSSI;2022;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;6,0
CSSI;2022;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;6,2631578947368425
CSSI;2022;12;UNIDADE URGENCIA/EMERGENCIA;5,5625
CSSI;2023;1;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;47,0
CSSI;2023;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;5,944444444444445
CSSI;2023;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;13,5
CSSI;2023;1;UNIDADE URGENCIA/EMERGENCIA;8,461538461538462
CSSI;2023;2;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;37,166666666666664
CSSI;2023;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;7,157894736842105
CSSI;2023;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;9,666666666666666
CSSI;2023;2;UNIDADE URGENCIA/EMERGENCIA;6,2272727272727275
CSSI;2023;3;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;46,84615384615385
CSSI;2023;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;8,214285714285714
CSSI;2023;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;8,733333333333333
CSSI;2023;3;UNIDADE URGENCIA/EMERGENCIA;6,903225806451613
CSSI;2023;4;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;33,666666666666664
CSSI;2023;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;6,826086956521739
CSSI;2023;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;6,6
CSSI;2023;4;UNIDADE URGENCIA/EMERGENCIA;5,533333333333333
CSSI;2023;5;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;75,2
CSSI;2023;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;10,210526315789474
CSSI;2023;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;12,285714285714286
CSSI;2023;5;UNIDADE URGENCIA/EMERGENCIA;4,433333333333334
CSSI;2023;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;62,4
CSSI;2023;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;4,904761904761905
CSSI;2023;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;6,6
CSSI;2023;6;UNIDADE URGENCIA/EMERGENCIA;3,3684210526315788
CSSI;2023;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;49,888888888888886
CSSI;2023;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;11,636363636363637
CSSI;2023;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;5,857142857142857
CSSI;2023;7;UNIDADE URGENCIA/EMERGENCIA;9,583333333333334
CSSI;2023;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;71,81818181818181
CSSI;2023;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;6,05
CSSI;2023;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;7,0
CSSI;2023;8;UNIDADE URGENCIA/EMERGENCIA;6,142857142857143
CSSI;2023;9;CLINICA MEDICA ALA A;7,0
CSSI;2023;9;CLÍNICA MÉDICA ALA C;4,0
CSSI;2023;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;34,63636363636363
CSSI;2023;9;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;14,0
CSSI;2023;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;7,6875
CSSI;2023;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;11,375
CSSI;2023;9;UNIDADE URGENCIA/EMERGENCIA;8,48
CSSI;2023;9;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;10,0
CSSI;2023;9;UNIDADES DE CUIDADOS PROLONGADOS - UCP;64,0
